ID,Direccion,Localidad,Coordenadas,
53856,avenida fray luis de leon 439 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.098073,-77.004485)",
53857,avenida fray luis de leon 447 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.098083,-77.004374)",
53858,avenida fray luis de leon 445 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.098084,-77.004292)",
53859,avenida fray luis de leon 449 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.098084,-77.004237)",
53860,avenida fray luis de leon 441 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.098083,-77.004401)",
53861,calle luigi pirandello 450 urbanizacion san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099574,-77.005736)",
53862,avenida de las artes sur 373 urbanizacion san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099571,-77.006148)",
53863,avenida de las artes sur 361 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099309,-77.006147)",
53864,avenida de las artes sur 363 urbanizacion san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.09939,-77.006147)",
53865,avenida de las artes sur 357 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099218,-77.006146)",
53866,avenida de las artes sur 359 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099282,-77.006147)",
53867,avenida de las artes sur 351 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099074,-77.006136)",
53868,avenida de las artes sur 353 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099164,-77.006146)",
53869,calle luis pirandello 438 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099465,-77.005734)",
53870,calle luis pirandello 442 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099547,-77.005736)",
53871,calle luis pirandello 430 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099402,-77.005734)",
53872,calle luigi pirandello 420 urbanizacion san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099294,-77.005724)",
53873,calle luis pirandello 414 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099176,-77.005724)",
53874,calle luis pirandello 410 urbanizacion san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099041,-77.005713)",
53875,calle luigi pirandello 412 urbanizacion san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099104,-77.005714)",
53876,avenida de las artes sur 347 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098965,-77.006125)",
53877,avenida de las artes sur 349 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099047,-77.006136)",
53878,calle luigi pirandello 398 urbanizacion san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098878,-77.005693)",
53879,calle luis pirandello 360 urbanizacion san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.09877,-77.005675)",
53880,avenida de las artes sur 343 urbanizacion san borja manzana e10 lote 30,SAN BORJA-LIMA-LIMA,"(-12.098812,-77.006107)",
53881,avenida de las artes sur 335 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098677,-77.006078)",
53882,avenida de las artes sur 327 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098559,-77.006058)",
53883,avenida de las artes sur 323 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098433,-77.00603)",
53884,avenida de las artes sur 325 urbanizacion san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098478,-77.006039)",
53885,avenida de las artes sur 321 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098388,-77.006021)",
53886,avenida de las artes sur 317 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098261,-77.005992)",
53887,avenida de las artes sur 319 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098352,-77.006011)",
53888,calle luis pirandello 358 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098671,-77.005656)",
53889,calle luis pirandello 348 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098526,-77.005626)",
53890,calle luis pirandello 350 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098598,-77.005646)",
53891,calle luis pirandello 330 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098409,-77.005598)",
53892,calle luis pirandello 336 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.09849,-77.005626)",
53893,calle luis pirandello 320 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098346,-77.005589)",
53894,calle luis pirandello 300 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.09821,-77.005551)",
53895,avenida fray luis de leon 398 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098111,-77.005606)",
53896,avenida fray luis de leon 382 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098065,-77.005724)",
53897,avenida fray luis de leon 388 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098083,-77.005633)",
53898,avenida fray luis de leon 380 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098055,-77.00576)",
53899,avenida de las artes sur 301 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098045,-77.005936)",
53900,avenida de las artes sur 309 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098117,-77.005954)",
53901,avenida de las artes sur 313 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.098234,-77.005983)",
53902,calle matier 141 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099697,-77.005011)",
53903,calle matier 165 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099708,-77.004744)",
53904,calle lopez de ayala 298 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.100222,-77.006044)",
53905,calle luigi pirandello 498 urbanizacion san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.100179,-77.00574)",
53906,calle luis pirandello 488 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.100053,-77.005738)",
53907,calle luis pirandello 474 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099908,-77.005738)",
53908,calle luis pirandello 478 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.09998,-77.005738)",
53909,calle luis pirandello 468 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099827,-77.005738)",
53910,calle luis pirandello 460 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099718,-77.005737)",
53911,calle luis pirandello 454 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099655,-77.005736)",
53912,avenida de las artes sur 391 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.10005,-77.006152)",
53913,avenida de las artes sur 387 urbanización san borja manzana e10 ,SAN BORJA-LIMA-LIMA,"(-12.099923,-77.006152)",
53914,calle guido reni 130 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098783,-77.005151)",
53915,calle augusto renoir 192 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099447,-77.004541)",
53916,calle augusto renoir 194 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099456,-77.004468)",
53917,calle augusto renoir 160 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099427,-77.004797)",
53918,calle augusto renoir 120 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099379,-77.005137)",
53919,calle augusto renoir 116 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099361,-77.00522)",
53920,calle matier 135 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099696,-77.005103)",
53921,calle matier 101 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099685,-77.005423)",
53922,calle matier 123 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099695,-77.005241)",
53923,calle matier 129 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099695,-77.005212)",
53924,calle matier 153 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099707,-77.004855)",
53925,calle matier 177 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099718,-77.004525)",
53926,calle el perugino 198 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099657,-77.004266)",
53927,calle matier 199 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099719,-77.004341)",
53928,avenida de las artes sur 417 urbanizacion san borja manzana k10 ,SAN BORJA-LIMA-LIMA,"(-12.100484,-77.006156)",
53929,avenida san borja sur 401 urbanizacion san borja manzana k10 ,SAN BORJA-LIMA-LIMA,"(-12.100846,-77.006093)",
53930,avenida san borja sur 409 urbanizacion san borja manzana k10 ,SAN BORJA-LIMA-LIMA,"(-12.100865,-77.005966)",
53931,avenida san borja sur 415 urbanizacion san borja manzana k10 ,SAN BORJA-LIMA-LIMA,"(-12.100874,-77.005855)",
53932,avenida san borja sur 441 urbanizacion san borja manzana k10 ,SAN BORJA-LIMA-LIMA,"(-12.100914,-77.005434)",
53933,calle lopez de ayala 255 urbanización san borja manzana k10 ,SAN BORJA-LIMA-LIMA,"(-12.100444,-77.005421)",
53934,calle lopez de ayala 0 urbanización san borja manzana k10 lote 8,SAN BORJA-LIMA-LIMA,"(-12.100472,-77.005328)",
53935,calle lopez de ayala 249 urbanización san borja manzana k10 ,SAN BORJA-LIMA-LIMA,"(-12.100463,-77.005219)",
53936,calle lopez de ayala 217 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100485,-77.004705)",
53937,calle lopez de ayala 221 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100487,-77.004494)",
53938,calle el perugino 270 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100588,-77.004237)",
53939,calle el perugino 250 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100904,-77.004239)",
53940,avenida san borja sur 485 urbanizacion san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100957,-77.004487)",
53941,avenida san borja sur 465 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100945,-77.004818)",
53942,avenida san borja sur 463 urbanizacion san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100945,-77.00491)",
53943,avenida san borja sur 461 urbanización san borja manzana k10 ,SAN BORJA-LIMA-LIMA,"(-12.100944,-77.004984)",
53944,calle luis pirandello 471 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.0999,-77.005572)",
53945,calle luis pirandello 499 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.100144,-77.005575)",
53946,calle matier 194 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.099882,-77.004324)",
53947,calle el perugino 133 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.098998,-77.004059)",
53948,calle el perugino 973 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.09908,-77.00406)",
53949,calle el perugino 155 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.099143,-77.00406)",
53950,avenida fray luis de leon 453 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098076,-77.004081)",
53951,calle luis pirandello 395 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098789,-77.005509)",
53952,calle luis pirandello 397 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098925,-77.005529)",
53953,calle guido reni 102 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098764,-77.00527)",
53954,calle guido reni 132 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098802,-77.00504)",
53955,calle guido reni 142 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.09882,-77.004931)",
53956,calle augusto renoir 105 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099142,-77.005485)",
53957,calle augusto renoir 113 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099188,-77.005292)",
53958,calle augusto renoir 123 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099207,-77.005173)",
53959,calle augusto renoir 151 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099245,-77.004962)",
53960,calle augusto renoir 155 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099255,-77.004851)",
53961,calle guido reni 168 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098839,-77.00482)",
53962,calle guido reni 164 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098849,-77.00472)",
53963,calle matier 188 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.099881,-77.004489)",
53964,calle matier 174 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.09988,-77.004608)",
53965,calle matier 168 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.09988,-77.004681)",
53966,calle matier 164 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.09987,-77.004737)",
53967,calle matier 156 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.09987,-77.00482)",
53968,calle matier 144 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.099859,-77.004976)",
53969,calle matier 148 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.099869,-77.004892)",
53970,calle matier 134 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.099858,-77.005112)",
53971,calle matier 130 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.099848,-77.005371)",
53972,calle matier 128 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.099857,-77.005297)",
53973,calle el perugino 214 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.100073,-77.004242)",
53974,calle el perugino 220 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.100154,-77.004234)",
53975,calle el perugino 234 urbanización san borja manzana r10 ,SAN BORJA-LIMA-LIMA,"(-12.100271,-77.004262)",
53976,calle matier 117 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099685,-77.005342)",
53977,calle augusto renoir 133 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099199,-77.005108)",
53978,calle augusto renoir 201 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.099279,-77.003951)",
53979,avenida san borja sur 577 urbanizacion san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100852,-77.002641)",
53980,avenida san borja sur 579 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100834,-77.002623)",
53981,calle pietro marchand 400 urbanización san borja manzana s10 ,SAN BORJA-LIMA-LIMA,"(-12.099894,-77.002707)",
53982,avenida aviacion 2946 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098849,-77.002222)",
53983,avenida aviacion 2952 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098876,-77.002222)",
53984,avenida aviacion 2940 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098659,-77.002248)",
53985,avenida aviacion 2868 urbanización san borja manzana g9 ,SAN BORJA-LIMA-LIMA,"(-12.097465,-77.002422)",
53986,avenida aviacion 2850 urbanización san borja manzana g9 ,SAN BORJA-LIMA-LIMA,"(-12.097166,-77.002466)",
53987,avenida aviacion 2832 urbanización san borja manzana g9 ,SAN BORJA-LIMA-LIMA,"(-12.096949,-77.002493)",
53988,calle pietro marchand 279 urbanización san borja manzana g9 ,SAN BORJA-LIMA-LIMA,"(-12.097706,-77.002856)",
53989,calle pietro marchand 265 urbanización san borja manzana g9 ,SAN BORJA-LIMA-LIMA,"(-12.097488,-77.002881)",
53990,calle simoni 100 urbanizacion san borja manzana g9 ,SAN BORJA-LIMA-LIMA,"(-12.096629,-77.003014)",
53991,calle pietro marchand 298 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.09794,-77.002978)",
53992,calle pietro marchand 252 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.097659,-77.00302)",
53993,calle nicolas pisano 176 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.097628,-77.003591)",
53994,avenida fray luis de leon 407 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.097997,-77.005081)",
53995,avenida fray luis de leon 409 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.097978,-77.005164)",
53996,calle nicolas pisano 173 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.097466,-77.003562)",
53997,calle crepi 266 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.097066,-77.003779)",
53998,calle crepi 298 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.097035,-77.003164)",
53999,calle crepi 288 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.097033,-77.003411)",
54000,calle crepi 286 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.097041,-77.003484)",
54001,calle luis pirandello 231 urbanizacion san borja manzana r9 lote 33,SAN BORJA-LIMA-LIMA,"(-12.097283,-77.005076)",
54002,calle luigi pirandello 229 urbanizacion san borja manzana r9 lote 34,SAN BORJA-LIMA-LIMA,"(-12.097157,-77.005047)",
54003,calle crepi 224 urbanización san borja manzana r9 ,SAN BORJA-LIMA-LIMA,"(-12.09709,-77.00422)",
54004,calle duccio 188 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.096475,-77.004243)",
54005,calle duccio 182 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.096475,-77.004262)",
54006,calle duccio 192 urbanización san borja manzana p9 ,SAN BORJA-LIMA-LIMA,"(-12.09621,-77.003506)",
54007,calle gaddi 128 urbanización san borja manzana p9 ,SAN BORJA-LIMA-LIMA,"(-12.095931,-77.004552)",
54008,avenida de las artes sur 261 urbanizacion san borja manzana l9 ,SAN BORJA-LIMA-LIMA,"(-12.097414,-77.005729)",
54009,calle luis pirandello 230 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.097336,-77.005269)",
54010,avenida de las artes sur 2185 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.097729,-77.005832)",
54011,avenida de las artes sur 2175 urbanización san borja manzana i9 ,SAN BORJA-LIMA-LIMA,"(-12.09762,-77.00579)",
54012,avenida de las artes sur 246 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.097314,-77.005701)",
54013,avenida de las artes sur 207 urbanizacion san borja manzana l9 ,SAN BORJA-LIMA-LIMA,"(-12.096899,-77.005606)",
54014,calle lopez de ayala 906 urbanización san borja manzana n9 ,SAN BORJA-LIMA-LIMA,"(-12.095273,-77.005556)",
54015,calle luis pirandello 162 urbanización san borja manzana n9 ,SAN BORJA-LIMA-LIMA,"(-12.09627,-77.00516)",
54016,calle luis pirandello 170 urbanización san borja manzana n9 ,SAN BORJA-LIMA-LIMA,"(-12.096388,-77.005152)",
54017,avenida de las artes sur 171 urbanización san borja manzana n9 ,SAN BORJA-LIMA-LIMA,"(-12.095987,-77.005598)",
54018,avenida de las artes sur 211 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.096972,-77.005625)",
54019,avenida de las artes sur 213 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.096999,-77.005625)",
54020,avenida de las artes sur 215 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.097035,-77.005634)",
54021,avenida de las artes sur 237 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.097161,-77.005662)",
54022,avenida de las artes sur 243 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.097242,-77.005682)",
54023,avenida de las artes sur 267 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.097477,-77.005747)",
54024,avenida de las artes sur 269 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.097513,-77.005756)",
54025,avenida fray luis de leon 383 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.097848,-77.005677)",
54026,avenida fray luis de leon 387 urbanización san borja manzana 9 ,SAN BORJA-LIMA-LIMA,"(-12.097857,-77.00563)",
